M,1701812744,21.659851,-55.02014,-32.75299,0
A,1702331543,-1.4906158,11.5130005,-2.2359161,3
G,1702636719,0.2387085,-0.6207733,-0.5625305,3
A,1712036133,-1.2748718,10.551956,-1.9613342,3
G,1712341309,0.08721924,-0.5083618,-0.5942993,3
M,1717987061,22.523499,-57.26776,-34.584045,0
A,1722137451,-1.1179657,9.904724,-1.2356415,3
G,1722442627,-0.08747864,-0.6293335,-0.67370605,3
A,1732177734,-1.1964111,9.963562,-0.37265015,3
G,1732513428,-0.20965576,-0.6293335,-0.67370605,3
M,1734771729,20.44983,-57.26776,-32.58667,0
A,1742279053,-1.4513855,10.865768,0.9610443,3
G,1742614746,-0.20965576,-0.8492279,-0.74580383,3
M,1752166748,21.659851,-56.748962,-34.083557,0
A,1752655029,-3.1577454,12.572128,1.6671295,3
G,1752990723,-0.2854004,-0.87731934,-0.79100037,3
A,1762420654,-4.7268066,12.787872,2.2163086,3
G,1762725830,-0.34648132,-0.6268616,-0.75679016,3
M,1768341064,23.042297,-56.404114,-32.42035,0
A,1772491455,-7.2373047,12.43483,2.4320526,3
G,1772827148,-0.34403992,-0.2566986,-0.49534607,3
A,1782531738,-6.9234924,10.0224,3.726532,3
G,1782836914,-0.24874878,0.18432617,0.2706604,3
M,1785125732,20.44983,-56.921387,-33.584595,0
A,1792633057,-4.0207214,6.1193542,5.1582947,3
G,1792968750,-0.15834045,0.79397583,1.62677,3
M,1802551270,19.93103,-57.440186,-32.087708,0
A,1803009033,-0.5687866,6.080124,5.0798492,3
G,1803375244,-0.023956299,1.5526733,2.7752075,3
A,1812774658,1.9024963,7.6295776,3.0204468,3
G,1813140869,0.40242004,1.6894989,3.035431,3
M,1818695068,19.065857,-57.26776,-31.921387,0
A,1822845459,4.1187897,9.904724,0.07846069,3
G,1823150635,0.88009644,1.2997742,2.628601,3
A,1832916260,5.4328766,11.826813,-2.8831482,3
G,1833251953,1.1073456,0.36392212,1.6915436,3
M,1835479736,18.374634,-58.30536,-31.921387,0
A,1842987061,4.962158,12.729034,-4.746414,3
G,1843292236,1.0401611,-0.85899353,0.43437195,3
M,1852935791,18.374634,-58.650208,-32.25403,0
A,1853546143,3.3538818,11.924881,-4.2364655,3
G,1853851318,0.5966644,-1.902359,-0.5796356,3
A,1863098145,0.78453064,10.277374,-2.1966858,3
G,1863403320,0.004135132,-2.3250885,-1.0060272,3
M,1869018555,17.510986,-57.095337,-30.755615,0
A,1873229981,-2.137848,9.277084,-0.5491791,3
G,1873565674,-0.36724854,-2.173584,-0.853302,3
A,1883239746,-3.883438,8.982895,0.6864624,3
G,1883544922,-0.41856384,-2.173584,-0.853302,3
M,1885803223,17.510986,-58.13141,-31.422424,0
A,1893463135,-4.981781,9.414383,0.9806671,3
G,1893768311,-0.41856384,-1.7777405,-0.49778748,3
M,1903381348,17.338562,-57.614136,-32.25403,0
A,1903839111,-5.8251495,9.943939,0.94143677,3
G,1904144287,-0.32817078,-1.5028534,-0.4256897,3
A,1913513184,-8.041458,9.610519,0.47071838,3
G,1913818359,-0.24995422,-1.3513489,-0.67614746,3
M,1919372559,17.164612,-58.824158,-32.75299,0
A,1923522949,-7.864929,8.629852,1.6867371,3
G,1923828125,-0.31228638,-1.3049316,-0.8300934,3
A,1933624268,-7.7472534,9.296707,2.4908905,3
G,1933959961,-0.5236206,-1.1118927,-0.43548584,3
M,1936157227,17.164612,-58.824158,-32.75299,0
A,1943695068,-7.766861,10.591187,3.4127197,3
G,1944000244,-0.53829956,-0.71240234,-0.06895447,3
M,1953613281,15.782166,-57.095337,-33.418274,0
A,1954101563,-7.649185,11.866043,3.4519348,3
G,1954437256,-0.1925354,-0.1589508,0.12649536,3
A,1963806152,-7.2373047,13.317429,2.1770782,3
G,1964111328,0.18249512,0.39935303,0.16194153,3
M,1969726563,17.68341,-58.650208,-31.256104,0
A,1973907471,-6.4135437,14.14119,1.2160187,3
G,1974243164,0.43174744,0.60461426,-0.059173584,3
